word,onyomi,kunyomi,translation,category,level
搭,トウ,,board; load,kanji,n1
諭,ユ,さと.す,instruct; persuade,kanji,n1
璧,ヘキ,,jewel; gem,kanji,n1
阜,フ,おか,hill; mound,kanji,n1
喝,カツ,,hoarse; scold,kanji,n1
享,キョウ,う.ける,receive; enjoy,kanji,n1
騰,トウ,あが.る,rise; soar,kanji,n1
嗣,シ,,heir; succeed,kanji,n1
勅,チョク,,imperial order,kanji,n1
篤,トク,,serious; earnest,kanji,n1
勲,クン,いさお,merit; achievement,kanji,n1
埼,キ,さき,cape; promontory,kanji,n1
伎,ギ、キ,わざ,deed; skill,kanji,n1
曖,アイ,,dark; not clear,kanji,n1
詐,サ,いつわ.る,lie; falsehood,kanji,n1
餌,ジ、ニ,えさ、え,bait; food,kanji,n1
岬,コウ,みさき,cape; headland,kanji,n1
暫,ザン,しばら.く,temporarily; a while,kanji,n1
爽,ソウ,さわ.やか,refreshing; bright,kanji,n1
肖,ショウ,あやか.る,resemble; imitate,kanji,n1
詮,セン,,discussion; explanation,kanji,n1
諾,ダク,,consent; agreement,kanji,n1
柿,シ,かき,persimmon,kanji,n1
芯,シン,,core; wick,kanji,n1
綻,タン,ほころ.びる,unravel; rip,kanji,n1
訂,テイ,,revise; correct,kanji,n1
汽,キ,,steam; vapor,kanji,n1
薫,クン,かお.る,fragrant; smell,kanji,n1
隷,レイ,,slave; subordinate,kanji,n1
俵,ヒョウ,たわら,bag; sack,kanji,n1
遷,セン,,move; change,kanji,n1
枢,スウ,とぼそ、からくり,hinge; pivot,kanji,n1
肘,チュウ,ひじ,elbow,kanji,n1
麓,ロク,ふもと,foot of a mountain,kanji,n1
憧,ショウ,あこが.れる,yearn for; admire,kanji,n1
帥,スイ,,commander; general,kanji,n1
漆,シツ,うるし,lacquer; varnish,kanji,n1
酌,シャク,く.む,serve sake; consider,kanji,n1
頓,トン,,suddenly; immediately,kanji,n1
賠,バイ,,compensation; indemnity,kanji,n1
渇,カツ,かわ.く,thirst; dry up,kanji,n1
慕,ボ,した.う,yearn for; adore,kanji,n1
婿,セイ,むこ,bridegroom; son-in-law,kanji,n1
妄,モウ、ボウ,みだりに,reckless; nonsense,kanji,n1
慨,ガI,,lament; be sad,kanji,n1
匿,トク,かくま.う,hide; shelter,kanji,n1
渓,ケイ,たに,valley; ravine,kanji,n1
侮,ブ,あなど.る,despise; scorn,kanji,n1
髄,ズイ,,marrow; essence,kanji,n1
穀,コク,,grain; cereal,kanji,n1
薪,シン,たきぎ,firewood,kanji,n1
轄,カツ,,control; jurisdiction,kanji,n1
洪,コウ,,flood; vast,kanji,n1
牙,ガ,きば,fang; tusk,kanji,n1
咽,イン,むせ.ぶ,throat; choke,kanji,n1
迅,ジン,,swift; fast,kanji,n1
該,ガI,,above-mentioned; the said,kanji,n1
逐,チク,,pursue; drive away,kanji,n1
嘲,チョウ,あざけ.る,ridicule; mock,kanji,n1
墜,ツI,,crash; fall,kanji,n1
臆,オク,,timidity; heart,kanji,n1
餓,ガ,う.える,starve; hunger,kanji,n1
挫,ザ,くじ.く,sprain;挫く,kanji,n1
錬,レン,ね.る,temper; refine,kanji,n1
桟,サン,かけはし,scaffold; ledge,kanji,n1
溺,デキ、ジョウ,おぼ.れる,drown; indulge,kanji,n1
賄,ワI,まかな.う,bribe; finance,kanji,n1
盲,モウ,めくら,blind,kanji,n1
鯨,ゲI,くじら,whale,kanji,n1
侶,リョ,とも,companion; partner,kanji,n1
艇,テI,,small boat,kanji,n1
丼,ドン,どんぶり,bowl; donburi,kanji,n1
堕,ダ,お.ちる,degenerate; fall,kanji,n1
瘍,ヨウ,,ulcer; sore,kanji,n1
槽,ソウ,,tank; vat,kanji,n1
憩,ケI,いこ.い,rest; repose,kanji,n1
僅,キン,わず.か,only; merely,kanji,n1
閲,エツ,,inspection; review,kanji,n1
柵,サク,しがらみ,fence; palisade,kanji,n1
畔,ハン,あぜ,shore; bank,kanji,n1
睦,ボク,むつ.まじい,friendly; intimate,kanji,n1
唆,サ,そそのか.す,tempt; instigate,kanji,n1
悼,トウ,いた.む,lament; grieve,kanji,n1
吏,リ,,official; clerk,kanji,n1
穫,カク,,harvest; reap,kanji,n1
酢,サク,す,vinegar,kanji,n1
賜,シ,たまわ.る,grant; gift,kanji,n1
腎,ジン,,kidney,kanji,n1
梗,コウ,,obstruct; stem,kanji,n1
瑠,ル,,lapis lazuli,kanji,n1
羨,セン,うらや.む,envy; admire,kanji,n1
搬,ハン,,transport; carry,kanji,n1
剖,ボウ,,divide; analyze,kanji,n1
酎,チュウ,,sake; liquor,kanji,n1
畿,キ,,capital suburbs,kanji,n1
宵,ショウ,よい,evening; early night,kanji,n1
拐,カI,,kidnap; abduct,kanji,n1
醸,ジョウ,かも.す,brew; cause,kanji,n1
猶,ユウ,なお,furthermore; still,kanji,n1
諮,シ,はか.る,consult; confer,kanji,n1
畏,イ,おそ.れる,fear; respect,kanji,n1
泌,ヒ、ヒツ,,secrete; ooze,kanji,n1
愁,シュウ,うれ.える,sorrow; grieve,kanji,n1
逝,セI,ゆ.く,depart; die,kanji,n1
朽,キュウ,く.ちる,decay; rot,kanji,n1
硫,リュウ,,sulfur,kanji,n1
瞭,リョウ,,clear; obvious,kanji,n1
擬,ギ,まが.い,imitate; mimic,kanji,n1
叙,ジョ,,describe; confer,kanji,n1
弊,ヘI,,abuse; evil,kanji,n1
累,ルI,,accumulate; involve,kanji,n1
煩,ハン、ボン,わずら.う,annoy; trouble,kanji,n1
踪,ソウ,, trace; track,kanji,n1
藻,ソウ,も, seaweed; algae,kanji,n1
蚊,ブン,か, mosquito,kanji,n1
栃,,とち, horse chestnut,kanji,n1
且,ショ,か.つ, moreover; also,kanji,n1
鋳,チュウ,い.る, casting; minting,kanji,n1
蔽,ヘイ,おお.う, cover; shade,kanji,n1
茨,シ,いばら, thorn; briar,kanji,n1
棺,カン,ひつぎ, coffin,kanji,n1
慄,リツ,ふる.える, shudder; tremble,kanji,n1
傲,ゴウ,おご.る, pride; arrogance,kanji,n1
硝,ショウ,, nitrate; saltpeter,kanji,n1
舶,ハク,, ship; vessel,kanji,n1
租,ソ,, tariff; crop tax,kanji,n1
倣,ホウ,なら.う, imitate; follow,kanji,n1
謹,キン,つつし.む, discretion; humility,kanji,n1
抹,マツ,, erase; rub out,kanji,n1
虹,コウ,にじ, rainbow,kanji,n1
捻,ネン,ひね.る, twirl; twist,kanji,n1
娯,ゴ,, amusement; recreation,kanji,n1
臼,キュウ,うす, mortar,kanji,n1
喩,ユ,たと.える, metaphor; analogy,kanji,n1
萎,イ,な.える, wither; droop,kanji,n1
蛍,ケイ,ほたる, firefly,kanji,n1
窒,チツ,, block; obstruct,kanji,n1
腺,セン,, gland,kanji,n1
桁,コウ,けた, beam; girder,kanji,n1
玩,ガン,もちあそ.ぶ, play with; trifle with,kanji,n1
冶,ヤ,, melting; smelting,kanji,n1
羞,シュウ,, shy; ashamed,kanji,n1
栓,セン,, plug; cork,kanji,n1
惧,ク,おそ.れる, fear; dread,kanji,n1
寡,カ,すく.ない, few; scanty,kanji,n1
畝,ホウ,うね, furrow; ridge,kanji,n1
淑,シュク,しと.やか, graceful; pure,kanji,n1
嫡,チャク,, legitimate wife; direct descent,kanji,n1
屯,トン,, barracks; station,kanji,n1
糾,キュウ,ただ.す, investigate; rectify,kanji,n1
遡,ソ,さかのぼ.る, go upstream; retrograde,kanji,n1
陪,バイ,, accompany; attend,kanji,n1
雌,シ,め, female; feminine,kanji,n1
舷,ゲン,ふなばた, ship's side; gunwale,kanji,n1
霜,ソウ,しも, frost,kanji,n1
殉,ジュン,, martyrdom; follow in death,kanji,n1
紡,ボウ,つむ.ぐ, spinning; spin,kanji,n1
貪,タン,むさぼ.る, avarice; greedy,kanji,n1
庸,ヨウ,, commonplace; ordinary,kanji,n1
韻,イン,, rhyme; elegance,kanji,n1
繕,ゼン,つくろ.う, darning; repair,kanji,n1
搾,サク,しぼ.る, squeeze; extract,kanji,n1
刹,サツ、セツ,, temple; Buddhist monastery,kanji,n1
采,サイ,と.る, dice; form,kanji,n1
堆,タイ,, piled high,kanji,n1
禍,カ,わざわい, calamity; misfortune,kanji,n1
煎,セン,い.る, roast; broil,kanji,n1
姻,イン,, matrimony; marriage,kanji,n1
斑,ハン,ふ、まだら, spot; blemish,kanji,n1
冥,メイ,くら.い, dark; Hades,kanji,n1
抄,ショウ,, extract; selection,kanji,n1
拷,ゴウ,, torture; beat,kanji,n1
遜,ソン,したが.う、へりくだ.る, modest; humble,kanji,n1
旺,オウ,, flourishing; prosperous,kanji,n1
准,ジュン,, quasi-; associate,kanji,n1
勾,コウ,ま.がる, curve; hook,kanji,n1
廉,レン,, bargain; reason,kanji,n1
礁,ショウ,, reef; sunken rock,kanji,n1
壱,イチ,, one (financial form),kanji,n1
麺,メン,, noodles,kanji,n1
升,ショウ,ます, measuring box,kanji,n1
卸,シャ,おろ.す、おろし, wholesale,kanji,n1
耗,モウ、コウ,, decrease; waste,kanji,n1
謁,エツ,, audience; interview,kanji,n1
璃,リ,, glassy; lapis lazuli,kanji,n1
坑,コウ,, pit; hole,kanji,n1
串,カン、ケン,くし, spit; skewer,kanji,n1
弔,チョウ,とむら.う, condolence; mourning,kanji,n1
賓,ヒン,, V.I.P.; guest,kanji,n1
塡,テン,は.まる, fill in; fill up,kanji,n1
痢,リ,, diarrhea,kanji,n1
嚇,カク,おど.す, menace; threaten,kanji,n1
濫,ラン,みだ.りに, overflow; excessive,kanji,n1
俸,ホウ,, salary; stipend,kanji,n1
箋,セン,, paper; label,kanji,n1
凸,トツ,でこ, convex; protruding,kanji,n1
脊,セキ,せ、せい, height; stature,kanji,n1
詔,ショウ,みことのり, imperial edict,kanji,n1
緻,チ,, fine; delicate,kanji,n1
凹,オウ,くぼ.む、へこ.む, concave; hollow,kanji,n1
罷,ヒ,まか.り, quit; stop,kanji,n1
漸,ゼン,ようや.く, gradually; steadily,kanji,n1
賦,フ,, levy; ode,kanji,n1
弧,コ,, arc; arch,kanji,n1
褐,カツ,, brown; woollen kimono,kanji,n1
辣,ラツ,, bitter; severe,kanji,n1
摯,シ,, serious; earnest,kanji,n1
汎,ハン,, pan-; widespread,kanji,n1
斥,セキ,しりぞ.ける, reject; retreat,kanji,n1
厘,リン,, rin (1/1000 of a yen),kanji,n1
矯,キョウ,た.める, rectify; straighten,kanji,n1
毀,キ,こぼ.つ、やぶ.る, break; destroy,kanji,n1
窃,セツ,ぬす.む, stealth; steal,kanji,n1
遵,ジュン,, abide by; follow,kanji,n1
賂,ロ,まいな.い, bribe; bribery,kanji,n1
惰,ダ,, lazy; indolence,kanji,n1
蚕,サン、テン,かいこ, silkworm,kanji,n1
氾,ハン,, widespread; pan-,kanji,n1
諧,カイ,, harmony; harmony,kanji,n1
倹,ケン,つま.しい、つづまやか, frugal; economical,kanji,n1
款,カン,, goodwill; article,kanji,n1
媛,エン,ひめ, beautiful woman; princess,kanji,n1
憾,カン,うら.む, remorse; regret,kanji,n1
哺,ホ,, nursing; feed,kanji,n1
衷,チュウ,, inmost; heart,kanji,n1
彙,イ,, same kind; collect,kanji,n1
迭,テツ,, transfer; alternately,kanji,n1
嘱,ショク,しょく.する, entrust; request,kanji,n1
恣,シ,ほしいまま, self-indulgent; arbitrary,kanji,n1
墾,コン,, ground-breaking; cultivate,kanji,n1
逓,テイ,, relay; in turn,kanji,n1
劾,ガイ,, censure; criminal investigation,kanji,n1
酪,ラク,, dairy products,kanji,n1
沃,ヨウ,そそ.ぐ, fertile; irrigate,kanji,n1
塑,ソ,, model; molding,kanji,n1
痘,トウ,, pox; smallpox,kanji,n1
憬,ケイ,あこが.れる, long for; yearn,kanji,n1
朕,チン,, majestic plural; imperial we,kanji,n1
虞,グ,おそれ、おもんぱか.る, uneasiness; fear,kanji,n1
丙,ヘイ,, third class; third,kanji,n1
斤,キン,, axe; catty,kanji,n1
捗,チョク,はかど.る, make progress,kanji,n1
弐,ニ,, two (financial form); second,kanji,n1
訃,フ,, obituary,kanji,n1
謄,トウ,, mimeograph; copy,kanji,n1
繭,ケン,まゆ, cocoon; chrysalis,kanji,n1
璽,ジ,, imperial seal; emperor's seal,kanji,n1
頒,ハン,, distribute; disseminate,kanji,n1
楷,カイ,, square character style; regular script,kanji,n1
剥,ハク、ホウ,は.ぐ、は.がす、へ.ぐ、む.く, peel; strip,kanji,n1
籠,ロウ、ル,かご、こ.もる, basket; devote oneself,kanji,n1
錮,コ,, repair; tie,kanji,n1
頰,キョウ,ほお、ほほ, cheek; cheeks,kanji,n1
